region,hname,counter,cip,cnm,cgw,mip,mnm,mgw,inip,innm,ingw,egip,egnm,eggw,repo,NTP1,NTP2,sn
NER,ner-syr-sdv-vdcm-02B,1,69.205.1.8,255.255.254.0,69.205.0.1,69.205.1.56,255.255.254.0,69.205.0.1,69.205.18.14,255.255.255.252,69.205.18.13,69.205.19.14,255.255.255.252,69.205.19.13,24.58.108.6,24.92.224.50,,WZP250210LC
NER,ner-syr-sdv-vdcm-03A,1,69.205.1.9,255.255.254.0,69.205.0.1,69.205.1.57,255.255.254.0,69.205.0.1,69.205.18.18,255.255.255.252,69.205.18.17,69.205.19.18,255.255.255.252,69.205.19.17,24.58.108.6,24.92.224.50,,WZP250210LX
NER,ner-syr-sdv-vdcm-03B,1,69.205.1.10,255.255.254.0,69.205.0.1,69.205.1.58,255.255.254.0,69.205.0.1,69.205.18.22,255.255.255.252,69.205.18.21,69.205.19.22,255.255.255.252,69.205.19.21,24.58.108.6,24.92.224.50,,WZP250210M4
NER,ner-syr-sdv-vdcm-04A,1,69.205.1.11,255.255.254.0,69.205.0.1,69.205.1.59,255.255.254.0,69.205.0.1,69.205.18.26,255.255.255.252,69.205.18.25,69.205.19.26,255.255.255.252,69.205.19.25,24.58.108.6,24.92.224.50,,WZP250210N9
NER,ner-syr-sdv-vdcm-04B,1,69.205.1.12,255.255.254.0,69.205.0.1,69.205.1.60,255.255.254.0,69.205.0.1,69.205.18.30,255.255.255.252,69.205.18.29,69.205.19.30,255.255.255.252,69.205.19.29,24.58.108.6,24.92.224.50,,WZP250210NB
NTL,ntl-pkv-sdv-vdcm-01A,1,107.8.1.50,255.255.254.0,107.8.0.1,107.8.1.106,255.255.254.0,107.8.0.1,107.8.26.122,255.255.255.252,107.8.26.121,107.8.31.122,255.255.255.252,107.8.31.121,174.103.48.6,65.189.142.254,,TBD63
NTL,ntl-pkv-sdv-vdcm-01B,1,107.8.1.51,255.255.254.0,107.8.0.1,107.8.1.107,255.255.254.0,107.8.0.1,107.8.26.126,255.255.255.252,107.8.26.125,107.8.31.126,255.255.255.252,107.8.31.125,174.103.48.6,65.189.142.254,,TBD64
NTL,ntl-pkv-sdv-vdcm-02A,1,107.8.1.52,255.255.254.0,107.8.0.1,107.8.1.108,255.255.254.0,107.8.0.1,107.8.26.130,255.255.255.252,107.8.26.129,107.8.31.130,255.255.255.252,107.8.31.129,174.103.48.6,65.189.142.254,,TBD65
NTL,ntl-pkv-sdv-vdcm-02B,1,107.8.1.53,255.255.254.0,107.8.0.1,107.8.1.109,255.255.254.0,107.8.0.1,107.8.26.134,255.255.255.252,107.8.26.133,107.8.31.134,255.255.255.252,107.8.31.133,174.103.48.6,65.189.142.254,,TBD66
NTL,ntl-pkv-sdv-vdcm-03A,1,107.8.1.54,255.255.254.0,107.8.0.1,107.8.1.110,255.255.254.0,107.8.0.1,107.8.26.138,255.255.255.252,107.8.26.137,107.8.31.138,255.255.255.252,107.8.31.137,174.103.48.6,65.189.142.254,,TBD67
NTL,ntl-pkv-sdv-vdcm-03B,1,107.8.1.55,255.255.254.0,107.8.0.1,107.8.1.111,255.255.254.0,107.8.0.1,107.8.26.142,255.255.255.252,107.8.26.141,107.8.31.142,255.255.255.252,107.8.31.141,174.103.48.6,65.189.142.254,,TBD68
SOH,soh-cin-sdv-vdcm-01A,1,107.8.1.56,255.255.254.0,107.8.0.1,107.8.1.112,255.255.254.0,107.8.0.1,107.8.26.146,255.255.255.252,107.8.26.145,107.8.31.146,255.255.255.252,107.8.31.145,174.103.48.6,65.189.142.254,,WMP250300SC
SOH,soh-cin-sdv-vdcm-01B,1,107.8.1.57,255.255.254.0,107.8.0.1,107.8.1.113,255.255.254.0,107.8.0.1,107.8.26.150,255.255.255.252,107.8.26.149,107.8.31.150,255.255.255.252,107.8.31.149,174.103.48.6,65.189.142.254,,WMP250300SQ
SOH,soh-cin-sdv-vdcm-02A,1,107.8.1.58,255.255.254.0,107.8.0.1,107.8.1.114,255.255.254.0,107.8.0.1,107.8.26.154,255.255.255.252,107.8.26.153,107.8.31.154,255.255.255.252,107.8.31.153,174.103.48.6,65.189.142.254,,WMP250300ST
SOH,soh-cin-sdv-vdcm-02B,1,107.8.1.59,255.255.254.0,107.8.0.1,107.8.1.115,255.255.254.0,107.8.0.1,107.8.26.158,255.255.255.252,107.8.26.157,107.8.31.158,255.255.255.252,107.8.31.157,174.103.48.6,65.189.142.254,,WMP250300SW
SOH,soh-cin-sdv-vdcm-03A,1,107.8.1.60,255.255.254.0,107.8.0.1,107.8.1.116,255.255.254.0,107.8.0.1,107.8.26.162,255.255.255.252,107.8.26.161,107.8.31.162,255.255.255.252,107.8.31.161,174.103.48.6,65.189.142.254,,WMP250300T6
SOH,soh-cin-sdv-vdcm-03B,1,107.8.1.61,255.255.254.0,107.8.0.1,107.8.1.117,255.255.254.0,107.8.0.1,107.8.26.166,255.255.255.252,107.8.26.165,107.8.31.166,255.255.255.252,107.8.31.165,174.103.48.6,65.189.142.254,,WMP250300T7
SOH,soh-cin-sdv-vdcm-04A,1,107.8.1.62,255.255.254.0,107.8.0.1,107.8.1.118,255.255.254.0,107.8.0.1,107.8.26.170,255.255.255.252,107.8.26.169,107.8.31.170,255.255.255.252,107.8.31.169,174.103.48.6,65.189.142.254,,WMP250300T9
SOH,soh-cin-sdv-vdcm-04B,1,107.8.1.63,255.255.254.0,107.8.0.1,107.8.1.119,255.255.254.0,107.8.0.1,107.8.26.174,255.255.255.252,107.8.26.173,107.8.31.174,255.255.255.252,107.8.31.173,174.103.48.6,65.189.142.254,,WMP250300TE
SOH,soh-cin-sdv-vdcm-05A,1,107.8.1.64,255.255.254.0,107.8.0.1,107.8.1.120,255.255.254.0,107.8.0.1,107.8.26.178,255.255.255.252,107.8.26.177,107.8.31.178,255.255.255.252,107.8.31.177,174.103.48.6,65.189.142.254,,WMP250300TU
SOH,soh-cin-sdv-vdcm-05B,1,107.8.1.65,255.255.254.0,107.8.0.1,107.8.1.121,255.255.254.0,107.8.0.1,107.8.26.182,255.255.255.252,107.8.26.181,107.8.31.182,255.255.255.252,107.8.31.181,174.103.48.6,65.189.142.254,,WMP2504003Y
SOH,soh-clb-sdv-vdcm-01A,1,107.8.1.66,255.255.254.0,107.8.0.1,107.8.1.122,255.255.254.0,107.8.0.1,107.8.26.186,255.255.255.252,107.8.26.185,107.8.31.186,255.255.255.252,107.8.31.185,174.103.48.6,65.189.142.254,,WMP25030118
SOH,soh-clb-sdv-vdcm-01B,1,107.8.1.67,255.255.254.0,107.8.0.1,107.8.1.123,255.255.254.0,107.8.0.1,107.8.26.190,255.255.255.252,107.8.26.189,107.8.31.190,255.255.255.252,107.8.31.189,174.103.48.6,65.189.142.254,,WMP2503011B
SOH,soh-clb-sdv-vdcm-02A,1,107.8.1.68,255.255.254.0,107.8.0.1,107.8.1.124,255.255.254.0,107.8.0.1,107.8.26.194,255.255.255.252,107.8.26.193,107.8.31.194,255.255.255.252,107.8.31.193,174.103.48.6,65.189.142.254,,WMP2503011E
SOH,soh-clb-sdv-vdcm-02B,1,107.8.1.69,255.255.254.0,107.8.0.1,107.8.1.125,255.255.254.0,107.8.0.1,107.8.26.198,255.255.255.252,107.8.26.197,107.8.31.198,255.255.255.252,107.8.31.197,174.103.48.6,65.189.142.254,,WMP2503011J
SOH,soh-clb-sdv-vdcm-03A,1,107.8.1.70,255.255.254.0,107.8.0.1,107.8.1.126,255.255.254.0,107.8.0.1,107.8.26.202,255.255.255.252,107.8.26.201,107.8.31.202,255.255.255.252,107.8.31.201,174.103.48.6,65.189.142.254,,WMP2503011L
SOH,soh-clb-sdv-vdcm-03B,1,107.8.1.71,255.255.254.0,107.8.0.1,107.8.1.127,255.255.254.0,107.8.0.1,107.8.26.206,255.255.255.252,107.8.26.205,107.8.31.206,255.255.255.252,107.8.31.205,174.103.48.6,65.189.142.254,,WMP2503011W
SOH,soh-clb-sdv-vdcm-04A,1,107.8.1.72,255.255.254.0,107.8.0.1,107.8.1.128,255.255.254.0,107.8.0.1,107.8.26.210,255.255.255.252,107.8.26.209,107.8.31.210,255.255.255.252,107.8.31.209,174.103.48.6,65.189.142.254,,WMP2503011X
SOH,soh-clb-sdv-vdcm-04B,1,107.8.1.73,255.255.254.0,107.8.0.1,107.8.1.129,255.255.254.0,107.8.0.1,107.8.26.214,255.255.255.252,107.8.26.213,107.8.31.214,255.255.255.252,107.8.31.213,174.103.48.6,65.189.142.254,,WMP2503011Y
SOH,soh-clb-sdv-vdcm-05A,1,107.8.1.74,255.255.254.0,107.8.0.1,107.8.1.130,255.255.254.0,107.8.0.1,107.8.26.218,255.255.255.252,107.8.26.217,107.8.31.218,255.255.255.252,107.8.31.217,174.103.48.6,65.189.142.254,,WMP25030122
SOH,soh-clb-sdv-vdcm-05B,1,107.8.1.75,255.255.254.0,107.8.0.1,107.8.1.131,255.255.254.0,107.8.0.1,107.8.26.222,255.255.255.252,107.8.26.221,107.8.31.222,255.255.255.252,107.8.31.221,174.103.48.6,65.189.142.254,,WMP2503012G
TX,tx-aus-sdv-vdcm-01A,1,24.174.71.30,255.255.254.0,24.174.70.1,24.174.71.172,255.255.254.0,24.174.70.1,24.174.126.170,255.255.255.252,24.174.126.169,24.174.127.58,255.255.255.252,24.174.127.57,72.183.88.6,24.174.41.6,,WMP250300TK
TX,tx-aus-sdv-vdcm-01B,1,24.174.71.31,255.255.254.0,24.174.70.1,24.174.71.173,255.255.254.0,24.174.70.1,24.174.126.174,255.255.255.252,24.174.126.173,24.174.127.62,255.255.255.252,24.174.127.61,72.183.88.6,24.174.41.6,,WMP250300VC
TX,tx-aus-sdv-vdcm-02A,1,24.174.71.32,255.255.254.0,24.174.70.1,24.174.71.174,255.255.254.0,24.174.70.1,24.174.126.178,255.255.255.252,24.174.126.177,24.174.127.66,255.255.255.252,24.174.127.65,72.183.88.6,24.174.41.6,,WMP250300VQ
TX,tx-aus-sdv-vdcm-02B,1,24.174.71.33,255.255.254.0,24.174.70.1,24.174.71.175,255.255.254.0,24.174.70.1,24.174.126.182,255.255.255.252,24.174.126.181,24.174.127.70,255.255.255.252,24.174.127.69,72.183.88.6,24.174.41.6,,WMP2504000F
TX,tx-aus-sdv-vdcm-03A,1,24.174.71.34,255.255.254.0,24.174.70.1,24.174.71.176,255.255.254.0,24.174.70.1,24.174.126.186,255.255.255.252,24.174.126.185,24.174.127.74,255.255.255.252,24.174.127.73,72.183.88.6,24.174.41.6,,WMP2504000X
TX,tx-aus-sdv-vdcm-03B,1,24.174.71.35,255.255.254.0,24.174.70.1,24.174.71.177,255.255.254.0,24.174.70.1,24.174.126.190,255.255.255.252,24.174.126.189,24.174.127.78,255.255.255.252,24.174.127.77,72.183.88.6,24.174.41.6,,WMP2504000Z
TX,tx-aus-sdv-vdcm-04A,1,24.174.71.36,255.255.254.0,24.174.70.1,24.174.71.178,255.255.254.0,24.174.70.1,24.174.126.194,255.255.255.252,24.174.126.193,24.174.127.82,255.255.255.252,24.174.127.81,72.183.88.6,24.174.41.6,,WMP25040010
TX,tx-aus-sdv-vdcm-04B,1,24.174.71.37,255.255.254.0,24.174.70.1,24.174.71.179,255.255.254.0,24.174.70.1,24.174.126.198,255.255.255.252,24.174.126.197,24.174.127.86,255.255.255.252,24.174.127.85,72.183.88.6,24.174.41.6,,WMP25040012
TX,tx-aus-sdv-vdcm-05A,1,24.174.71.38,255.255.254.0,24.174.70.1,24.174.71.180,255.255.254.0,24.174.70.1,24.174.126.202,255.255.255.252,24.174.126.201,24.174.127.90,255.255.255.252,24.174.127.89,72.183.88.6,24.174.41.6,,WMP25040015
TX,tx-aus-sdv-vdcm-05B,1,24.174.71.39,255.255.254.0,24.174.70.1,24.174.71.181,255.255.254.0,24.174.70.1,24.174.126.206,255.255.255.252,24.174.126.205,24.174.127.94,255.255.255.252,24.174.127.93,72.183.88.6,24.174.41.6,,WMP25040018
TX,tx-rtx-sdv-vdcm-01A,1,24.174.71.40,255.255.254.0,24.174.70.1,24.174.71.182,255.255.254.0,24.174.70.1,24.174.126.210,255.255.255.252,24.174.126.209,24.174.127.98,255.255.255.252,24.174.127.97,72.183.88.6,24.174.41.6,,WMP250300RD
TX,tx-rtx-sdv-vdcm-01B,1,24.174.71.41,255.255.254.0,24.174.70.1,24.174.71.183,255.255.254.0,24.174.70.1,24.174.126.214,255.255.255.252,24.174.126.213,24.174.127.102,255.255.255.252,24.174.127.101,72.183.88.6,24.174.41.6,,WMP250300SX
TX,tx-rtx-sdv-vdcm-02A,1,24.174.71.42,255.255.254.0,24.174.70.1,24.174.71.184,255.255.254.0,24.174.70.1,24.174.126.218,255.255.255.252,24.174.126.217,24.174.127.106,255.255.255.252,24.174.127.105,72.183.88.6,24.174.41.6,,WMP250300T3
TX,tx-rtx-sdv-vdcm-02B,1,24.174.71.43,255.255.254.0,24.174.70.1,24.174.71.185,255.255.254.0,24.174.70.1,24.174.126.222,255.255.255.252,24.174.126.221,24.174.127.110,255.255.255.252,24.174.127.109,72.183.88.6,24.174.41.6,,WMP250300TB
TX,tx-rtx-sdv-vdcm-03A,1,24.174.71.44,255.255.254.0,24.174.70.1,24.174.71.186,255.255.254.0,24.174.70.1,24.174.126.226,255.255.255.252,24.174.126.225,24.174.127.114,255.255.255.252,24.174.127.113,72.183.88.6,24.174.41.6,,WMP250300TH
TX,tx-rtx-sdv-vdcm-03B,1,24.174.71.45,255.255.254.0,24.174.70.1,24.174.71.187,255.255.254.0,24.174.70.1,24.174.126.230,255.255.255.252,24.174.126.229,24.174.127.118,255.255.255.252,24.174.127.117,72.183.88.6,24.174.41.6,,WMP250300TR
TX,tx-rtx-sdv-vdcm-04A,1,24.174.71.46,255.255.254.0,24.174.70.1,24.174.71.188,255.255.254.0,24.174.70.1,24.174.126.234,255.255.255.252,24.174.126.233,24.174.127.122,255.255.255.252,24.174.127.121,72.183.88.6,24.174.41.6,,WMP25030120
TX,tx-rtx-sdv-vdcm-04B,1,24.174.71.47,255.255.254.0,24.174.70.1,24.174.71.189,255.255.254.0,24.174.70.1,24.174.126.238,255.255.255.252,24.174.126.237,24.174.127.126,255.255.255.252,24.174.127.125,72.183.88.6,24.174.41.6,,WMP2503012Z
TX,tx-sax-sdv-vdcm-01A,1,24.174.71.48,255.255.254.0,24.174.70.1,24.174.71.190,255.255.254.0,24.174.70.1,24.174.126.242,255.255.255.252,24.174.126.241,24.174.127.130,255.255.255.252,24.174.127.129,72.183.88.6,24.174.41.6,,WMP2504005G
TX,tx-sax-sdv-vdcm-01B,1,24.174.71.49,255.255.254.0,24.174.70.1,24.174.71.191,255.255.254.0,24.174.70.1,24.174.126.246,255.255.255.252,24.174.126.245,24.174.127.134,255.255.255.252,24.174.127.133,72.183.88.6,24.174.41.6,,WMP2504006A
TX,tx-sax-sdv-vdcm-02A,1,24.174.71.50,255.255.254.0,24.174.70.1,24.174.71.192,255.255.254.0,24.174.70.1,24.174.126.250,255.255.255.252,24.174.126.249,24.174.127.138,255.255.255.252,24.174.127.137,72.183.88.6,24.174.41.6,,WMP2504006B
TX,tx-sax-sdv-vdcm-02B,1,24.174.71.51,255.255.254.0,24.174.70.1,24.174.71.193,255.255.254.0,24.174.70.1,24.174.126.254,255.255.255.252,24.174.126.253,24.174.127.142,255.255.255.252,24.174.127.141,72.183.88.6,24.174.41.6,,WMP2504006L
TX,tx-sax-sdv-vdcm-03A,1,24.174.71.52,255.255.254.0,24.174.70.1,24.174.71.194,255.255.254.0,24.174.70.1,24.174.127.2,255.255.255.252,24.174.127.1,24.174.127.146,255.255.255.252,24.174.127.145,72.183.88.6,24.174.41.6,,WMP2504006R
TX,tx-sax-sdv-vdcm-03B,1,24.174.71.53,255.255.254.0,24.174.70.1,24.174.71.195,255.255.254.0,24.174.70.1,24.174.127.6,255.255.255.252,24.174.127.5,24.174.127.150,255.255.255.252,24.174.127.149,72.183.88.6,24.174.41.6,,WMP2504006U
TX,tx-sax-sdv-vdcm-04A,1,24.174.71.54,255.255.254.0,24.174.70.1,24.174.71.196,255.255.254.0,24.174.70.1,24.174.127.10,255.255.255.252,24.174.127.9,24.174.127.154,255.255.255.252,24.174.127.153,72.183.88.6,24.174.41.6,,WMP2504006Y
TX,tx-sax-sdv-vdcm-04B,1,24.174.71.55,255.255.254.0,24.174.70.1,24.174.71.197,255.255.254.0,24.174.70.1,24.174.127.14,255.255.255.252,24.174.127.13,24.174.127.158,255.255.255.252,24.174.127.157,72.183.88.6,24.174.41.6,,WMP25040076
